"任务ID","任务定义ID","任务名称","任务日期","任务开始时间","任务时长","进/出港","到达航班ID","到达航班预达时间","到达航班计划到达时间","出发航班ID","出发航班预离时间","出发航班计划预离时间","到达航班号","出发航班号","航班类型","任务资质要求","航站楼","区域","机位","其他位置信息","任务是否允许双机","任务是否必须派工","任务是否为难保障任务","关联任务ID","员工编号","车牌号"
"8a69df6f9a4879a7019aa16923b31400","c0e7012005d146f1aa5e28ca6756922f","出港装机","2025-11-21","2025-11-21 08:20:00",40,"出",,,,"8a69eb009a363b11019aa09d49ae2670","2025-11-21 09:20:00","2025-11-21 09:20:00",,"FU6509","始发","","T1",,"20",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16923b313fc","3f5c6620955c46f894f986e7b539b08f","出港押运","2025-11-21","2025-11-21 08:50:00",15,"出",,,,"8a69eb009a363b11019aa09d49ae2670","2025-11-21 09:20:00","2025-11-21 09:20:00",,"FU6509","始发","押运","T1",,"20",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16923f915ff","822e7f3b408046b4a17632c30823c585","进港卸机","2025-11-21","2025-11-21 14:35:00",30,"进","8a69eb009a363b11019aa09d49ae2671","2025-11-21 14:35:00","2025-11-21 14:45:00","8a69eb009a363b11019aa09d49af26dc","2025-11-21 16:50:00","2025-11-21 16:50:00","UQ2523","UQ2524","长过站","","T1",,"27",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16923f91600","822e7f3b408046b4a17632c30823c585","进港卸机","2025-11-21","2025-11-21 14:35:00",30,"进","8a69eb009a363b11019aa09d49ae2671","2025-11-21 14:35:00","2025-11-21 14:45:00","8a69eb009a363b11019aa09d49af26dc","2025-11-21 16:50:00","2025-11-21 16:50:00","UQ2523","UQ2524","长过站","","T1",,"27",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16923f91601","822e7f3b408046b4a17632c30823c585","进港卸机","2025-11-21","2025-11-21 14:35:00",30,"进","8a69eb009a363b11019aa09d49ae2671","2025-11-21 14:35:00","2025-11-21 14:45:00","8a69eb009a363b11019aa09d49af26dc","2025-11-21 16:50:00","2025-11-21 16:50:00","UQ2523","UQ2524","长过站","","T1",,"27",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa169241116b1","ea06cd8b2378496791565af100607f07","进港卸机","2025-11-21","2025-11-21 09:52:00",36,"进","8a69eb009a363b11019aa09d49ae2674","2025-11-21 09:52:00","2025-11-21 09:50:00","8a69eb009a363b11019aa09d49af2707","2025-11-21 10:40:00","2025-11-21 10:40:00","HO1113","HO1114","短过站","","T1",,"14",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa169241116b2","ea06cd8b2378496791565af100607f07","进港卸机","2025-11-21","2025-11-21 09:52:00",36,"进","8a69eb009a363b11019aa09d49ae2674","2025-11-21 09:52:00","2025-11-21 09:50:00","8a69eb009a363b11019aa09d49af2707","2025-11-21 10:40:00","2025-11-21 10:40:00","HO1113","HO1114","短过站","","T1",,"14",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa169241216b3","ea06cd8b2378496791565af100607f07","进港卸机","2025-11-21","2025-11-21 09:52:00",36,"进","8a69eb009a363b11019aa09d49ae2674","2025-11-21 09:52:00","2025-11-21 09:50:00","8a69eb009a363b11019aa09d49af2707","2025-11-21 10:40:00","2025-11-21 10:40:00","HO1113","HO1114","短过站","","T1",,"14",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16a4cc22ee4","6d77d95110764d19a7e280ccca38ee86","出港押运","2025-11-21","2025-11-21 15:15:00",20,"出","8a69eb009a363b11019aa09d49ad264c","2025-11-21 15:59:00","2025-11-21 15:40:00","8a69eb009a363b11019aa09d49ae2675","2025-11-21 16:45:00","2025-11-21 16:30:00","HU7825","HU7826","短过站","押运","T1",,"9",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16a4cc32ee7","6d77d95110764d19a7e280ccca38ee86","出港押运","2025-11-21","2025-11-21 13:10:00",20,"出","8a69eb009a363b11019aa09d49ae2681","2025-11-21 13:38:00","2025-11-21 13:40:00","8a69eb009a363b11019aa09d49ae2678","2025-11-21 14:40:00","2025-11-21 14:40:00","FU6532","FU6569","短过站","押运","T1",,"6",,"Y","Y","N",,,
"8a69ec969a4879bc019aa5a498726e73","321db65919d042cca0a4365bd26e4f01","进港卸机","2025-11-21","2025-11-21 17:35:00",36,"进","8a69eb009a363b11019aa09d49ae2679","2025-11-21 17:35:00","2025-11-21 17:20:00","8a69eb009a363b11019aa09d49ae2683","2025-11-21 18:45:00","2025-11-21 18:45:00","EU2241","EU2242","短过站","","T1",,"13",,"Y","Y","N",,,
"8a69ec969a4879bc019aa5a498726e74","321db65919d042cca0a4365bd26e4f01","进港卸机","2025-11-21","2025-11-21 17:35:00",36,"进","8a69eb009a363b11019aa09d49ae2679","2025-11-21 17:35:00","2025-11-21 17:20:00","8a69eb009a363b11019aa09d49ae2683","2025-11-21 18:45:00","2025-11-21 18:45:00","EU2241","EU2242","短过站","","T1",,"13",,"Y","Y","N",,,
"8a69ec969a4879bc019aa5a498726e75","321db65919d042cca0a4365bd26e4f01","进港卸机","2025-11-21","2025-11-21 17:35:00",36,"进","8a69eb009a363b11019aa09d49ae2679","2025-11-21 17:35:00","2025-11-21 17:20:00","8a69eb009a363b11019aa09d49ae2683","2025-11-21 18:45:00","2025-11-21 18:45:00","EU2241","EU2242","短过站","","T1",,"13",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa169242b176d","ea06cd8b2378496791565af100607f07","进港卸机","2025-11-21","2025-11-21 17:35:00",36,"进","8a69eb009a363b11019aa09d49ae2679","2025-11-21 17:35:00","2025-11-21 17:20:00","8a69eb009a363b11019aa09d49ae2683","2025-11-21 18:45:00","2025-11-21 18:45:00","EU2241","EU2242","短过站","","T1",,"13",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa169242b176e","ea06cd8b2378496791565af100607f07","进港卸机","2025-11-21","2025-11-21 17:35:00",36,"进","8a69eb009a363b11019aa09d49ae2679","2025-11-21 17:35:00","2025-11-21 17:20:00","8a69eb009a363b11019aa09d49ae2683","2025-11-21 18:45:00","2025-11-21 18:45:00","EU2241","EU2242","短过站","","T1",,"13",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa169242c176f","ea06cd8b2378496791565af100607f07","进港卸机","2025-11-21","2025-11-21 17:35:00",36,"进","8a69eb009a363b11019aa09d49ae2679","2025-11-21 17:35:00","2025-11-21 17:20:00","8a69eb009a363b11019aa09d49ae2683","2025-11-21 18:45:00","2025-11-21 18:45:00","EU2241","EU2242","短过站","","T1",,"13",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16a4cc32eea","6d77d95110764d19a7e280ccca38ee86","出港押运","2025-11-21","2025-11-21 12:35:00",20,"出","8a69eb009a363b11019aa09d49af26ea","2025-11-21 12:53:00","2025-11-21 13:00:00","8a69eb009a363b11019aa09d49ae267a","2025-11-21 14:05:00","2025-11-21 14:05:00","HU7195","HU7196","短过站","押运","T1",,"4",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16a4cc32eed","6d77d95110764d19a7e280ccca38ee86","出港押运","2025-11-21","2025-11-21 15:55:00",20,"出","8a69eb009a363b11019aa09d49af26d7","2025-11-21 15:42:00","2025-11-21 15:50:00","8a69eb009a363b11019aa09d49ae267b","2025-11-21 17:25:00","2025-11-21 17:25:00","ZH9703","ZH9704","长过站","押运","T1",,"19",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16921bc058d","d39636f6f7374cb4933ad004d77246f1","出港装机","2025-11-21","2025-11-21 16:25:00",55,"出","8a69eb009a363b11019aa09d49af26d7","2025-11-21 15:42:00","2025-11-21 15:50:00","8a69eb009a363b11019aa09d49ae267b","2025-11-21 17:25:00","2025-11-21 17:25:00","ZH9703","ZH9704","长过站","","T1",,"19",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16921bc058e","d39636f6f7374cb4933ad004d77246f1","出港装机","2025-11-21","2025-11-21 16:25:00",55,"出","8a69eb009a363b11019aa09d49af26d7","2025-11-21 15:42:00","2025-11-21 15:50:00","8a69eb009a363b11019aa09d49ae267b","2025-11-21 17:25:00","2025-11-21 17:25:00","ZH9703","ZH9704","长过站","","T1",,"19",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16921bc058f","d39636f6f7374cb4933ad004d77246f1","出港装机","2025-11-21","2025-11-21 16:25:00",55,"出","8a69eb009a363b11019aa09d49af26d7","2025-11-21 15:42:00","2025-11-21 15:50:00","8a69eb009a363b11019aa09d49ae267b","2025-11-21 17:25:00","2025-11-21 17:25:00","ZH9703","ZH9704","长过站","","T1",,"19",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16924411809","ea06cd8b2378496791565af100607f07","进港卸机","2025-11-21","2025-11-21 20:25:00",36,"进","8a69eb009a363b11019aa09d49ae267e",,"2025-11-21 20:25:00","8a69eb009a363b11019aa09d49af2700","2025-11-21 21:20:00","2025-11-21 21:20:00","3U8105","3U8106","短过站","","T1",,"8",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa1692441180a","ea06cd8b2378496791565af100607f07","进港卸机","2025-11-21","2025-11-21 20:25:00",36,"进","8a69eb009a363b11019aa09d49ae267e",,"2025-11-21 20:25:00","8a69eb009a363b11019aa09d49af2700","2025-11-21 21:20:00","2025-11-21 21:20:00","3U8105","3U8106","短过站","","T1",,"8",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa1692441180b","ea06cd8b2378496791565af100607f07","进港卸机","2025-11-21","2025-11-21 20:25:00",36,"进","8a69eb009a363b11019aa09d49ae267e",,"2025-11-21 20:25:00","8a69eb009a363b11019aa09d49af2700","2025-11-21 21:20:00","2025-11-21 21:20:00","3U8105","3U8106","短过站","","T1",,"8",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16a4cc42ef0","6d77d95110764d19a7e280ccca38ee86","出港押运","2025-11-21","2025-11-21 18:40:00",20,"出","8a69eb009a363b11019aa09d49ae2695",,"2025-11-21 19:10:00","8a69eb009a363b11019aa09d49ae267f","2025-11-21 20:10:00","2025-11-21 20:10:00","CZ3647","CZ3648","短过站","押运","T1",,"12",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16a4cc42ef3","6d77d95110764d19a7e280ccca38ee86","出港押运","2025-11-21","2025-11-21 18:30:00",20,"出","8a69eb009a363b11019aa09d49b02733","2025-11-21 14:59:00","2025-11-21 15:05:00","8a69eb009a363b11019aa09d49ae2680","2025-11-21 20:00:00","2025-11-21 20:00:00","MU2137","MU5506","长过站","押运","T1",,"28",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16924891a1c","d39636f6f7374cb4933ad004d77246f1","出港装机","2025-11-21","2025-11-21 19:00:00",55,"出","8a69eb009a363b11019aa09d49b02733","2025-11-21 14:59:00","2025-11-21 15:05:00","8a69eb009a363b11019aa09d49ae2680","2025-11-21 20:00:00","2025-11-21 20:00:00","MU2137","MU5506","长过站","","T1",,"28",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa169248a1a1d","d39636f6f7374cb4933ad004d77246f1","出港装机","2025-11-21","2025-11-21 19:00:00",55,"出","8a69eb009a363b11019aa09d49b02733","2025-11-21 14:59:00","2025-11-21 15:05:00","8a69eb009a363b11019aa09d49ae2680","2025-11-21 20:00:00","2025-11-21 20:00:00","MU2137","MU5506","长过站","","T1",,"28",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa169248a1a1e","d39636f6f7374cb4933ad004d77246f1","出港装机","2025-11-21","2025-11-21 19:00:00",55,"出","8a69eb009a363b11019aa09d49b02733","2025-11-21 14:59:00","2025-11-21 15:05:00","8a69eb009a363b11019aa09d49ae2680","2025-11-21 20:00:00","2025-11-21 20:00:00","MU2137","MU5506","长过站","","T1",,"28",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa1692453188f","ea06cd8b2378496791565af100607f07","进港卸机","2025-11-21","2025-11-21 13:38:00",36,"进","8a69eb009a363b11019aa09d49ae2681","2025-11-21 13:38:00","2025-11-21 13:40:00","8a69eb009a363b11019aa09d49ae2678","2025-11-21 14:40:00","2025-11-21 14:40:00","FU6532","FU6569","短过站","","T1",,"6",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16924531890","ea06cd8b2378496791565af100607f07","进港卸机","2025-11-21","2025-11-21 13:38:00",36,"进","8a69eb009a363b11019aa09d49ae2681","2025-11-21 13:38:00","2025-11-21 13:40:00","8a69eb009a363b11019aa09d49ae2678","2025-11-21 14:40:00","2025-11-21 14:40:00","FU6532","FU6569","短过站","","T1",,"6",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16924531891","ea06cd8b2378496791565af100607f07","进港卸机","2025-11-21","2025-11-21 13:38:00",36,"进","8a69eb009a363b11019aa09d49ae2681","2025-11-21 13:38:00","2025-11-21 13:40:00","8a69eb009a363b11019aa09d49ae2678","2025-11-21 14:40:00","2025-11-21 14:40:00","FU6532","FU6569","短过站","","T1",,"6",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16923cb14af","c0e7012005d146f1aa5e28ca6756922f","出港装机","2025-11-21","2025-11-21 08:00:00",40,"出",,,,"8a69eb009a363b11019aa09d49ae2682","2025-11-21 09:00:00","2025-11-21 09:00:00",,"MU2316","始发","","T1",,"22",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16923cb14b0","c0e7012005d146f1aa5e28ca6756922f","出港装机","2025-11-21","2025-11-21 08:00:00",40,"出",,,,"8a69eb009a363b11019aa09d49ae2682","2025-11-21 09:00:00","2025-11-21 09:00:00",,"MU2316","始发","","T1",,"22",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16923cb14b1","c0e7012005d146f1aa5e28ca6756922f","出港装机","2025-11-21","2025-11-21 08:00:00",40,"出",,,,"8a69eb009a363b11019aa09d49ae2682","2025-11-21 09:00:00","2025-11-21 09:00:00",,"MU2316","始发","","T1",,"22",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16923cb14ac","3f5c6620955c46f894f986e7b539b08f","出港押运","2025-11-21","2025-11-21 08:30:00",15,"出",,,,"8a69eb009a363b11019aa09d49ae2682","2025-11-21 09:00:00","2025-11-21 09:00:00",,"MU2316","始发","押运","T1",,"22",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16a4cc52efc","6d77d95110764d19a7e280ccca38ee86","出港押运","2025-11-21","2025-11-21 17:15:00",20,"出","8a69eb009a363b11019aa09d49ae2679","2025-11-21 17:35:00","2025-11-21 17:20:00","8a69eb009a363b11019aa09d49ae2683","2025-11-21 18:45:00","2025-11-21 18:45:00","EU2241","EU2242","短过站","押运","T1",,"13",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16923e7157b","dabb4bec44524048a80e6ea59871de8d","进港押运","2025-11-21","2025-11-22 00:10:00",25,"进","8a69eb009a363b11019aa09d49ae2684",,"2025-11-21 23:40:00",,,,"CA1821",,"航后","押运","T1",,"22",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16923e61576","aa4258e7afe64500bdb1c4cdef784409","进港卸机","2025-11-21","2025-11-21 23:40:00",30,"进","8a69eb009a363b11019aa09d49ae2684",,"2025-11-21 23:40:00",,,,"CA1821",,"航后","","T1",,"22",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16923e61577","aa4258e7afe64500bdb1c4cdef784409","进港卸机","2025-11-21","2025-11-21 23:40:00",30,"进","8a69eb009a363b11019aa09d49ae2684",,"2025-11-21 23:40:00",,,,"CA1821",,"航后","","T1",,"22",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16923e71578","aa4258e7afe64500bdb1c4cdef784409","进港卸机","2025-11-21","2025-11-21 23:40:00",30,"进","8a69eb009a363b11019aa09d49ae2684",,"2025-11-21 23:40:00",,,,"CA1821",,"航后","","T1",,"22",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16a4cc62eff","6d77d95110764d19a7e280ccca38ee86","出港押运","2025-11-21","2025-11-21 12:00:00",20,"出","8a69eb009a363b11019aa09d49af2729","2025-11-21 12:49:00","2025-11-21 12:40:00","8a69eb009a363b11019aa09d49ae2685","2025-11-21 13:30:00","2025-11-21 13:30:00","HU7623","HU7624","短过站","押运","T1",,"11",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16a4cc62f02","6d77d95110764d19a7e280ccca38ee86","出港押运","2025-11-21","2025-11-21 18:00:00",20,"出","8a69eb009a363b11019aa09d49af26ce",,"2025-11-21 18:40:00","8a69eb009a363b11019aa09d49ae2688","2025-11-21 19:30:00","2025-11-21 19:30:00","NS3333","NS3334","短过站","押运","T1",,"14",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16a4cc72f05","6d77d95110764d19a7e280ccca38ee86","出港押运","2025-11-21","2025-11-21 13:30:00",20,"出","8a69eb009a363b11019aa09d49ae26a2","2025-11-21 14:14:00","2025-11-21 14:10:00","8a69eb009a363b11019aa09d49ae268b","2025-11-21 15:00:00","2025-11-21 15:00:00","FU6622","FU6511","短过站","押运","T1",,"9",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16a4cc72f09","8b42f7102ad2431a8e7e2a0ed3e880e7","出港押运","2025-11-21","2025-11-21 07:15:00",10,"出",,,,"8a69eb009a363b11019aa09d49ae268c","2025-11-21 07:45:00","2025-11-21 07:45:00",,"FU6601","始发","押运","T1",,"9",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16923fb160e","f5a820eb79fc401fbaee9ef53d05fe5e","出港装机","2025-11-21","2025-11-21 06:45:00",30,"出",,,,"8a69eb009a363b11019aa09d49ae268c","2025-11-21 07:45:00","2025-11-21 07:45:00",,"FU6601","始发","","T1",,"9",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16923fb160f","f5a820eb79fc401fbaee9ef53d05fe5e","出港装机","2025-11-21","2025-11-21 06:45:00",30,"出",,,,"8a69eb009a363b11019aa09d49ae268c","2025-11-21 07:45:00","2025-11-21 07:45:00",,"FU6601","始发","","T1",,"9",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16923fb1610","f5a820eb79fc401fbaee9ef53d05fe5e","出港装机","2025-11-21","2025-11-21 06:45:00",30,"出",,,,"8a69eb009a363b11019aa09d49ae268c","2025-11-21 07:45:00","2025-11-21 07:45:00",,"FU6601","始发","","T1",,"9",,"Y","Y","N",,,
"8a69eb289a4879af019aa33f1a895877","491b6de78f284b2086f61689446dd318","出港装机","2025-11-21","2025-11-21 06:45:00",30,"出",,,,"8a69eb009a363b11019aa09d49ae268c","2025-11-21 07:45:00","2025-11-21 07:45:00",,"FU6601","始发","","T1",,"9",,"Y","Y","N",,,
"8a69eb289a4879af019aa33f1a895878","491b6de78f284b2086f61689446dd318","出港装机","2025-11-21","2025-11-21 06:45:00",30,"出",,,,"8a69eb009a363b11019aa09d49ae268c","2025-11-21 07:45:00","2025-11-21 07:45:00",,"FU6601","始发","","T1",,"9",,"Y","Y","N",,,
"8a69eb289a4879af019aa33f1a895879","491b6de78f284b2086f61689446dd318","出港装机","2025-11-21","2025-11-21 06:45:00",30,"出",,,,"8a69eb009a363b11019aa09d49ae268c","2025-11-21 07:45:00","2025-11-21 07:45:00",,"FU6601","始发","","T1",,"9",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16a4cc82f0d","6d77d95110764d19a7e280ccca38ee86","出港押运","2025-11-21","2025-11-21 20:30:00",20,"出","8a69eb009a363b11019aa09d49af26cb",,"2025-11-21 21:05:00","8a69eb009a363b11019aa09d49ae268f","2025-11-21 22:00:00","2025-11-21 22:00:00","CA4229","CA4230","短过站","押运","T1",,"17",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa169246f195a","ea06cd8b2378496791565af100607f07","进港卸机","2025-11-21","2025-11-21 21:35:00",36,"进","8a69eb009a363b11019aa09d49ae2690",,"2025-11-21 21:35:00","8a69f26f9a3639fe019aa0bf92d8312a","2025-11-21 22:35:00","2025-11-21 22:35:00","SC4912","SC4912","短过站","","T1",,"28",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa169246f195b","ea06cd8b2378496791565af100607f07","进港卸机","2025-11-21","2025-11-21 21:35:00",36,"进","8a69eb009a363b11019aa09d49ae2690",,"2025-11-21 21:35:00","8a69f26f9a3639fe019aa0bf92d8312a","2025-11-21 22:35:00","2025-11-21 22:35:00","SC4912","SC4912","短过站","","T1",,"28",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa169246f195c","ea06cd8b2378496791565af100607f07","进港卸机","2025-11-21","2025-11-21 21:35:00",36,"进","8a69eb009a363b11019aa09d49ae2690",,"2025-11-21 21:35:00","8a69f26f9a3639fe019aa0bf92d8312a","2025-11-21 22:35:00","2025-11-21 22:35:00","SC4912","SC4912","短过站","","T1",,"28",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16924871a09","ea06cd8b2378496791565af100607f07","进港卸机","2025-11-21","2025-11-21 16:23:00",36,"进","8a69eb009a363b11019aa09d49ae2691","2025-11-21 16:23:00","2025-11-21 16:35:00","8a69eb009a363b11019aa09d49ae265f","2025-11-21 17:35:00","2025-11-21 17:35:00","MU6433","MU6434","短过站","","T1",,"11",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16924871a0a","ea06cd8b2378496791565af100607f07","进港卸机","2025-11-21","2025-11-21 16:23:00",36,"进","8a69eb009a363b11019aa09d49ae2691","2025-11-21 16:23:00","2025-11-21 16:35:00","8a69eb009a363b11019aa09d49ae265f","2025-11-21 17:35:00","2025-11-21 17:35:00","MU6433","MU6434","短过站","","T1",,"11",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16924871a0b","ea06cd8b2378496791565af100607f07","进港卸机","2025-11-21","2025-11-21 16:23:00",36,"进","8a69eb009a363b11019aa09d49ae2691","2025-11-21 16:23:00","2025-11-21 16:35:00","8a69eb009a363b11019aa09d49ae265f","2025-11-21 17:35:00","2025-11-21 17:35:00","MU6433","MU6434","短过站","","T1",,"11",,"Y","Y","N",,,
"8a69ec969a4879bc019aa497eaca17f4","321db65919d042cca0a4365bd26e4f01","进港卸机","2025-11-21","2025-11-21 09:12:00",36,"进","8a69eb009a363b11019aa09d49ae2692","2025-11-21 09:12:00","2025-11-21 09:35:00","8a69eb009a363b11019aa09d49ae26a1","2025-11-21 10:40:00","2025-11-21 10:40:00","HU7793","HU7794","短过站","","T1",,"18",,"Y","Y","N",,,
"8a69ec969a4879bc019aa497eaca17f5","321db65919d042cca0a4365bd26e4f01","进港卸机","2025-11-21","2025-11-21 09:12:00",36,"进","8a69eb009a363b11019aa09d49ae2692","2025-11-21 09:12:00","2025-11-21 09:35:00","8a69eb009a363b11019aa09d49ae26a1","2025-11-21 10:40:00","2025-11-21 10:40:00","HU7793","HU7794","短过站","","T1",,"18",,"Y","Y","N",,,
"8a69ec969a4879bc019aa497eaca17f6","321db65919d042cca0a4365bd26e4f01","进港卸机","2025-11-21","2025-11-21 09:12:00",36,"进","8a69eb009a363b11019aa09d49ae2692","2025-11-21 09:12:00","2025-11-21 09:35:00","8a69eb009a363b11019aa09d49ae26a1","2025-11-21 10:40:00","2025-11-21 10:40:00","HU7793","HU7794","短过站","","T1",,"18",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa3d4e56a2948","ea06cd8b2378496791565af100607f07","进港卸机","2025-11-21","2025-11-21 09:12:00",36,"进","8a69eb009a363b11019aa09d49ae2692","2025-11-21 09:12:00","2025-11-21 09:35:00","8a69eb009a363b11019aa09d49ae26a1","2025-11-21 10:40:00","2025-11-21 10:40:00","HU7793","HU7794","短过站","","T1",,"18",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa3d4e56b2949","ea06cd8b2378496791565af100607f07","进港卸机","2025-11-21","2025-11-21 09:12:00",36,"进","8a69eb009a363b11019aa09d49ae2692","2025-11-21 09:12:00","2025-11-21 09:35:00","8a69eb009a363b11019aa09d49ae26a1","2025-11-21 10:40:00","2025-11-21 10:40:00","HU7793","HU7794","短过站","","T1",,"18",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa3d4e56b294a","ea06cd8b2378496791565af100607f07","进港卸机","2025-11-21","2025-11-21 09:12:00",36,"进","8a69eb009a363b11019aa09d49ae2692","2025-11-21 09:12:00","2025-11-21 09:35:00","8a69eb009a363b11019aa09d49ae26a1","2025-11-21 10:40:00","2025-11-21 10:40:00","HU7793","HU7794","短过站","","T1",,"18",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16a4cc82f10","6d77d95110764d19a7e280ccca38ee86","出港押运","2025-11-21","2025-11-21 14:35:00",20,"出","8a69eb009a363b11019aa09d49af2711","2025-11-21 15:12:00","2025-11-21 15:10:00","8a69eb009a363b11019aa09d49ae2693","2025-11-21 16:05:00","2025-11-21 16:05:00","DR6577","DR6578","短过站","押运","T1",,"12",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa169241316be","3f5c6620955c46f894f986e7b539b08f","出港押运","2025-11-21","2025-11-21 08:05:00",15,"出",,,,"8a69eb009a363b11019aa09d49ae2694","2025-11-21 08:35:00","2025-11-21 08:35:00",,"CA1808","始发","押运","T1",,"1",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa169241416c1","32d53b944d564142a3f85a5be354e113","出港装机","2025-11-21","2025-11-21 07:35:00",30,"出",,,,"8a69eb009a363b11019aa09d49ae2694","2025-11-21 08:35:00","2025-11-21 08:35:00",,"CA1808","始发","","T1",,"1",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa169241416c2","32d53b944d564142a3f85a5be354e113","出港装机","2025-11-21","2025-11-21 07:35:00",30,"出",,,,"8a69eb009a363b11019aa09d49ae2694","2025-11-21 08:35:00","2025-11-21 08:35:00",,"CA1808","始发","","T1",,"1",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa169241416c3","32d53b944d564142a3f85a5be354e113","出港装机","2025-11-21","2025-11-21 07:35:00",30,"出",,,,"8a69eb009a363b11019aa09d49ae2694","2025-11-21 08:35:00","2025-11-21 08:35:00",,"CA1808","始发","","T1",,"1",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa169241416c4","86a5a1061fcd4649bbb735e10e9e7fe5","出港装机","2025-11-21","2025-11-21 07:35:00",30,"出",,,,"8a69eb009a363b11019aa09d49ae2694","2025-11-21 08:35:00","2025-11-21 08:35:00",,"CA1808","始发","","T1",,"1",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa169241416c5","86a5a1061fcd4649bbb735e10e9e7fe5","出港装机","2025-11-21","2025-11-21 07:35:00",30,"出",,,,"8a69eb009a363b11019aa09d49ae2694","2025-11-21 08:35:00","2025-11-21 08:35:00",,"CA1808","始发","","T1",,"1",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa169241416c6","86a5a1061fcd4649bbb735e10e9e7fe5","出港装机","2025-11-21","2025-11-21 07:35:00",30,"出",,,,"8a69eb009a363b11019aa09d49ae2694","2025-11-21 08:35:00","2025-11-21 08:35:00",,"CA1808","始发","","T1",,"1",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16924b61b65","ea06cd8b2378496791565af100607f07","进港卸机","2025-11-21","2025-11-21 19:10:00",36,"进","8a69eb009a363b11019aa09d49ae2695",,"2025-11-21 19:10:00","8a69eb009a363b11019aa09d49ae267f","2025-11-21 20:10:00","2025-11-21 20:10:00","CZ3647","CZ3648","短过站","","T1",,"12",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16924b61b66","ea06cd8b2378496791565af100607f07","进港卸机","2025-11-21","2025-11-21 19:10:00",36,"进","8a69eb009a363b11019aa09d49ae2695",,"2025-11-21 19:10:00","8a69eb009a363b11019aa09d49ae267f","2025-11-21 20:10:00","2025-11-21 20:10:00","CZ3647","CZ3648","短过站","","T1",,"12",,"Y","Y","N",,,
